gene_symbol,pmid,title,journal,pubdate,query_terms,hit_type,bridge_candidate,evidence_role
Amd2,30654892,Endothelial to Mesenchymal Transition in Cardiovascular Disease: JACC State-of-the-Art Review.,Journal of the American College of Cardiology,2019 Jan 22,endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,endothelial/VSMC/fibroblast,candidate state/mediator -> PH/remodeling
Amd2,40848726,Targeting ECM-producing cells with CAR-T therapy alleviates fibrosis in chronic kidney disease.,Cell stem cell,2025 Sep 4,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_mk_to_candidate_state,EV/stromal remodeling,MK/platelet/MK-EV -> candidate state
Amd2,35773269,"Targeting fibrosis, mechanisms and cilinical trials.",Signal transduction and targeted therapy,2022 Jun 30,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_mk_to_candidate_state,EV/stromal remodeling,MK/platelet/MK-EV -> candidate state
Amd2,33135058,Cardiac fibrosis.,Cardiovascular research,2021 May 25,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_mk_to_candidate_state,EV/stromal remodeling,MK/platelet/MK-EV -> candidate state
Amd2,25745043,Mode of action of nintedanib in the treatment of idiopathic pulmonary fibrosis.,The European respiratory journal,2015 May,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_mk_to_candidate_state,EV/stromal remodeling,MK/platelet/MK-EV -> candidate state
Amd2,32553485,Corneal wound healing.,Experimental eye research,2020 Aug,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_mk_to_candidate_state,EV/stromal remodeling,MK/platelet/MK-EV -> candidate state
Amd2,33318630,Spermidine attenuates bleomycin-induced lung fibrosis by inducing autophagy and inhibiting endoplasmic reticulum stress (ERS)-induced cell death in mice.,Experimental & molecular medicine,2020 Dec,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_metabolic_to_candidate_state,EV/stromal remodeling,metabolite/enzyme/product/pathway -> candidate state
Amd2,23073625,"S-adenosylmethionine in liver health, injury, and cancer.",Physiological reviews,2012 Oct,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_metabolic_to_candidate_state,EV/stromal remodeling,metabolite/enzyme/product/pathway -> candidate state
Amd2,38229179,Spatial Transcriptomic and Metabolomic Landscapes of Oral Submucous Fibrosis-Derived Oral Squamous Cell Carcinoma and its Tumor Microenvironment.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2024 Mar,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_metabolic_to_candidate_state,EV/stromal remodeling,metabolite/enzyme/product/pathway -> candidate state
Amd2,23305254,An improved mouse model that rapidly develops fibrosis in non-alcoholic steatohepatitis.,International journal of experimental pathology,2013 Apr,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_metabolic_to_candidate_state,EV/stromal remodeling,metabolite/enzyme/product/pathway -> candidate state
Amd2,38831058,Tumor-associated macrophages restrict CD8(+) T cell function through collagen deposition and metabolic reprogramming of the breast cancer microenvironment.,Nature cancer,2024 Jul,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_metabolic_to_candidate_state,EV/stromal remodeling,metabolite/enzyme/product/pathway -> candidate state
Amd2,32746619,Endothelial-to-Mesenchymal Transition in Pulmonary Arterial Hypertension.,Antioxidants & redox signaling,2021 Apr 20,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Amd2,29540357,Pulmonary arterial hypertension: pathogenesis and clinical management.,BMJ (Clinical research ed.),2018 Mar 14,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Amd2,24355635,Pulmonary hypertension in chronic lung diseases.,Journal of the American College of Cardiology,2013 Dec 24,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Amd2,38255229,Involvement of Lysophospholipids in Pulmonary Vascular Functions and Diseases.,Biomedicines,2024 Jan 8,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Amd2,29130366,Autophagy and inflammation in chronic respiratory disease.,Autophagy,2018,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Cyp1a1,38503152,Salidroside protects pulmonary artery endothelial cells against hypoxia-induced apoptosis via the AhR/NF-κB and Nrf2/HO-1 pathways.,Phytomedicine : international journal of phytotherapy and phytopharmacology,2024 Jun,tryptophan,gene_or_gene_context,,
Cyp1a1,32763913,Integrated Skin Transcriptomics and Serum Multiplex Assays Reveal Novel Mechanisms of Wound Healing in Diabetic Foot Ulcers.,Diabetes,2020 Oct,tryptophan,gene_or_gene_context,,
Cyp1a1,38652558,A tryptophan-derived uremic metabolite/Ahr/Pdk4 axis governs skeletal muscle mitochondrial energetics in chronic kidney disease.,JCI insight,2024 Apr 23,tryptophan,gene_or_gene_context,,
Cyp1a1,38342152,Shaoyao decoction improves damp-heat colitis by activating the AHR/IL-22/STAT3 pathway through tryptophan metabolism driven by gut microbiota.,Journal of ethnopharmacology,2024 May 23,tryptophan,gene_or_gene_context,,
Cyp1a1,28751584,"Kynurenines: Tryptophan's metabolites in exercise, inflammation, and mental health.","Science (New York, N.Y.)",2017 Jul 28,tryptophan,mechanism_context,,
Cyp1a1,33804088,Tryptophan Metabolism and Gut-Brain Homeostasis.,International journal of molecular sciences,2021 Mar 15,tryptophan,mechanism_context,,
Cyp1a1,26822608,The maternal interleukin-17a pathway in mice promotes autism-like phenotypes in offspring.,"Science (New York, N.Y.)",2016 Feb 26,tryptophan;kynurenine;retinoic acid;retinoid;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Cyp1a1,29508278,IL-23-induced macrophage polarization and its pathological roles in mice with imiquimod-induced psoriasis.,Protein & cell,2018 Dec,tryptophan;kynurenine;retinoic acid;retinoid;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Cyp1a1,40963293,Regulatory roles of intestinal CD4(+) T cells in inflammation and their modulation by the intestinal microbiota.,Gut microbes,2025 Dec,tryptophan;kynurenine;retinoic acid;retinoid;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Cyp1a1,38566199,Nanoparticles in tumor microenvironment remodeling and cancer immunotherapy.,Journal of hematology & oncology,2024 Apr 2,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Cyp1a1,37153557,Role of macrophages in pulmonary arterial hypertension.,Frontiers in immunology,2023,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Mat2a,23073625,"S-adenosylmethionine in liver health, injury, and cancer.",Physiological reviews,2012 Oct,methionine salvage;s-adenosylmethionine;one-carbon,gene_or_gene_context,,
Mat2a,35796517,"Overview of Methionine Adenosyltransferase 2A (MAT2A) as an Anticancer Target: Structure, Function, and Inhibitors.",Journal of medicinal chemistry,2022 Jul 28,methionine salvage;s-adenosylmethionine;one-carbon,gene_or_gene_context,,
Mat2a,28525753,The U6 snRNA m(6)A Methyltransferase METTL16 Regulates SAM Synthetase Intron Retention.,Cell,2017 May 18,methionine salvage;s-adenosylmethionine;one-carbon,gene_or_gene_context,,
Mat2a,33450196,MAT2A Inhibition Blocks the Growth of MTAP-Deleted Cancer Cells by Reducing PRMT5-Dependent mRNA Splicing and Inducing DNA Damage.,Cancer cell,2021 Feb 8,methionine salvage;s-adenosylmethionine;one-carbon,gene_or_gene_context,,
Mat2a,34579050,Alcohol and Cancer: Epidemiology and Biological Mechanisms.,Nutrients,2021 Sep 11,methionine salvage;s-adenosylmethionine;one-carbon,mechanism_context,,
Mat2a,10448523,Homocysteine metabolism.,Annual review of nutrition,1999,methionine salvage;s-adenosylmethionine;one-carbon,mechanism_context,,
Mat2a,32879489,Cancer SLC43A2 alters T cell methionine metabolism and histone methylation.,Nature,2020 Sep,methionine;S-adenosylmethionine;methionine salvage;one-carbon metabolism;methylation;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Mat2a,36180780,Serine metabolism orchestrates macrophage polarization by regulating the IGF1-p38 axis.,Cellular & molecular immunology,2022 Nov,methionine;S-adenosylmethionine;methionine salvage;one-carbon metabolism;methylation;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Mat2a,34767747,MTHFD2 is a metabolic checkpoint controlling effector and regulatory T cell fate and function.,Immunity,2022 Jan 11,methionine;S-adenosylmethionine;methionine salvage;one-carbon metabolism;methylation;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Mat2a,38566199,Nanoparticles in tumor microenvironment remodeling and cancer immunotherapy.,Journal of hematology & oncology,2024 Apr 2,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Mat2a,37153557,Role of macrophages in pulmonary arterial hypertension.,Frontiers in immunology,2023,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Aldh2,38124089,"ALDH2 mitigates LPS-induced cardiac dysfunction, inflammation, and apoptosis through the cGAS/STING pathway.","Molecular medicine (Cambridge, Mass.)",2023 Dec 20,tryptophan,gene_or_gene_context,,
Aldh2,38472357,Neutrophil ALDH2 is a new therapeutic target for the effective treatment of sepsis-induced ARDS.,Cellular & molecular immunology,2024 May,tryptophan,gene_or_gene_context,,
Aldh2,38348663,Carbonylation of Runx2 at K176 by 4-Hydroxynonenal Accelerates Vascular Calcification.,Circulation,2024 May 28,tryptophan,gene_or_gene_context,,
Aldh2,39159058,Sirtuin 5-Mediated Desuccinylation of ALDH2 Alleviates Mitochondrial Oxidative Stress Following Acetaminophen-Induced Acute Liver Injury.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2024 Oct,tryptophan,gene_or_gene_context,,
Aldh2,28751584,"Kynurenines: Tryptophan's metabolites in exercise, inflammation, and mental health.","Science (New York, N.Y.)",2017 Jul 28,tryptophan,mechanism_context,,
Aldh2,33804088,Tryptophan Metabolism and Gut-Brain Homeostasis.,International journal of molecular sciences,2021 Mar 15,tryptophan,mechanism_context,,
Aldh2,40185095,Cancer cell-derived arginine fuels polyamine biosynthesis in tumor-associated macrophages to promote immune evasion.,Cancer cell,2025 Jun 9,arginine;ornithine;polyamine;tryptophan;kynurenine;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Aldh2,39223929,Targeting SRSF10 might inhibit M2 macrophage polarization and potentiate anti-PD-1 therapy in hepatocellular carcinoma.,"Cancer communications (London, England)",2024 Nov,arginine;ornithine;polyamine;tryptophan;kynurenine;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Aldh2,32740860,A Review of Neutrophil Extracellular Traps (NETs) in Disease: Potential Anti-NETs Therapeutics.,Clinical reviews in allergy & immunology,2021 Oct,arginine;ornithine;polyamine;tryptophan;kynurenine;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Aldh2,38566199,Nanoparticles in tumor microenvironment remodeling and cancer immunotherapy.,Journal of hematology & oncology,2024 Apr 2,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Aldh2,37153557,Role of macrophages in pulmonary arterial hypertension.,Frontiers in immunology,2023,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Mat2b,39333125,The role of forkhead box M1-methionine adenosyltransferase 2 A/2B axis in liver inflammation and fibrosis.,Nature communications,2024 Sep 27,methionine salvage;s-adenosylmethionine;one-carbon,gene_or_gene_context,,
Mat2b,31496615,Methionine adenosyltransferases in liver cancer.,World journal of gastroenterology,2019 Aug 21,methionine salvage;s-adenosylmethionine;one-carbon,gene_or_gene_context,,
Mat2b,39293586,Developing patient-derived organoids to demonstrate JX24120 inhibits SAMe synthesis in endometrial cancer by targeting MAT2B.,Pharmacological research,2024 Nov,methionine salvage;s-adenosylmethionine;one-carbon,gene_or_gene_context,,
Mat2b,41015030,IGF2BP3 redirects glycolytic flux to promote one-carbon metabolism and RNA methylation.,Cell reports,2025 Oct 28,methionine salvage;s-adenosylmethionine;one-carbon,gene_or_gene_context,,
Mat2b,34579050,Alcohol and Cancer: Epidemiology and Biological Mechanisms.,Nutrients,2021 Sep 11,methionine salvage;s-adenosylmethionine;one-carbon,mechanism_context,,
Mat2b,10448523,Homocysteine metabolism.,Annual review of nutrition,1999,methionine salvage;s-adenosylmethionine;one-carbon,mechanism_context,,
Mat2b,32879489,Cancer SLC43A2 alters T cell methionine metabolism and histone methylation.,Nature,2020 Sep,methionine;S-adenosylmethionine;methionine salvage;one-carbon metabolism;methylation;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Mat2b,36180780,Serine metabolism orchestrates macrophage polarization by regulating the IGF1-p38 axis.,Cellular & molecular immunology,2022 Nov,methionine;S-adenosylmethionine;methionine salvage;one-carbon metabolism;methylation;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Mat2b,34767747,MTHFD2 is a metabolic checkpoint controlling effector and regulatory T cell fate and function.,Immunity,2022 Jan 11,methionine;S-adenosylmethionine;methionine salvage;one-carbon metabolism;methylation;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Mat2b,38566199,Nanoparticles in tumor microenvironment remodeling and cancer immunotherapy.,Journal of hematology & oncology,2024 Apr 2,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Mat2b,37153557,Role of macrophages in pulmonary arterial hypertension.,Frontiers in immunology,2023,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Ldha,38214194,ErbB3 Governs Endothelial Dysfunction in Hypoxia-Induced Pulmonary Hypertension.,Circulation,2024 Nov 5,,gene_or_gene_context,,
Ldha,33105588,Perivascular Inflammation in Pulmonary Arterial Hypertension.,Cells,2020 Oct 22,,gene_or_gene_context,,
Ldha,32746619,Endothelial-to-Mesenchymal Transition in Pulmonary Arterial Hypertension.,Antioxidants & redox signaling,2021 Apr 20,,gene_or_gene_context,,
Ldha,39655444,Endothelial FUNDC1 Deficiency Drives Pulmonary Hypertension.,Circulation research,2025 Jan 17,,gene_or_gene_context,,
Ldha,39223929,Targeting SRSF10 might inhibit M2 macrophage polarization and potentiate anti-PD-1 therapy in hepatocellular carcinoma.,"Cancer communications (London, England)",2024 Nov,methionine;S-adenosylmethionine;methionine salvage;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Ldha,32879489,Cancer SLC43A2 alters T cell methionine metabolism and histone methylation.,Nature,2020 Sep,methionine;S-adenosylmethionine;methionine salvage;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Ldha,36180780,Serine metabolism orchestrates macrophage polarization by regulating the IGF1-p38 axis.,Cellular & molecular immunology,2022 Nov,methionine;S-adenosylmethionine;methionine salvage;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Ldha,38566199,Nanoparticles in tumor microenvironment remodeling and cancer immunotherapy.,Journal of hematology & oncology,2024 Apr 2,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Ldha,37153557,Role of macrophages in pulmonary arterial hypertension.,Frontiers in immunology,2023,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Got2,35726024,Adaptive stimulation of macropinocytosis overcomes aspartate limitation in cancer cells under hypoxia.,Nature metabolism,2022 Jun,tryptophan,gene_or_gene_context,,
Got2,41001736,"Comprehensive genotypic, phenotypic, and biochemical characterization of GOT2 deficiency: A progressive neurodevelopmental disorder with epilepsy and abnormal movements.",Genetics in medicine : official journal of the American College of Medical Genetics,2025 Dec,tryptophan,gene_or_gene_context,,
Got2,40536683,The innate immune receptor NLRX1 is a novel required modulator for mPTP opening: implications for cardioprotection.,Basic research in cardiology,2025 Aug,tryptophan,gene_or_gene_context,,
Got2,39173902,Plasma proteomics implicate glutamic oxaloacetic transaminases as potential markers for acute myocardial infarction.,Journal of proteomics,2024 Sep 30,tryptophan,gene_or_gene_context,,
Got2,28751584,"Kynurenines: Tryptophan's metabolites in exercise, inflammation, and mental health.","Science (New York, N.Y.)",2017 Jul 28,tryptophan,mechanism_context,,
Got2,33804088,Tryptophan Metabolism and Gut-Brain Homeostasis.,International journal of molecular sciences,2021 Mar 15,tryptophan,mechanism_context,,
Got2,40185095,Cancer cell-derived arginine fuels polyamine biosynthesis in tumor-associated macrophages to promote immune evasion.,Cancer cell,2025 Jun 9,methionine;S-adenosylmethionine;methionine salvage;arginine;ornithine;polyamine;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Got2,39223929,Targeting SRSF10 might inhibit M2 macrophage polarization and potentiate anti-PD-1 therapy in hepatocellular carcinoma.,"Cancer communications (London, England)",2024 Nov,methionine;S-adenosylmethionine;methionine salvage;arginine;ornithine;polyamine;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Got2,32740860,A Review of Neutrophil Extracellular Traps (NETs) in Disease: Potential Anti-NETs Therapeutics.,Clinical reviews in allergy & immunology,2021 Oct,methionine;S-adenosylmethionine;methionine salvage;arginine;ornithine;polyamine;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Got2,38566199,Nanoparticles in tumor microenvironment remodeling and cancer immunotherapy.,Journal of hematology & oncology,2024 Apr 2,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Got2,37153557,Role of macrophages in pulmonary arterial hypertension.,Frontiers in immunology,2023,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
